defaulted;term;property_type;annual_income;number_of_children;number_of_family_members;own_car;own_realty;gender;years_employed;age;currently_employed;family_status;credit_amount
no;18;house;139600.0;1;1;True;True;male;25;48;True;married;698430.0
yes;21;house;69000.0;1;1;False;True;female;20;47;True;married;603000.0
no;13;apartment;110400.0;2;3;True;False;male;30;52;True;married;526000.0
no;18;house;102900.0;2;1;False;True;male;23;49;True;widowed;593000.0
no;14;house;88700.0;2;3;False;True;male;30;78;False;single;428000.0
no;6;apartment;78000.0;1;1;True;False;male;30;56;True;single;192000.0
no;14;apartment;62900.0;2;2;True;False;male;30;53;True;single;394000.0
no;27;apartment;154300.0;0;1;False;True;female;22;41;True;single;859000.0
no;25;apartment;83700.0;3;3;False;True;female;19;42;True;single;823000.0
no;7;apartment;77400.0;0;1;True;False;male;30;60;False;single;151000.0
no;19;house;103500.0;2;2;False;True;female;19;44;True;divorced;501828.0
no;14;apartment;70000.0;2;2;False;False;male;30;66;True;married;310000.0
no;27;house;108900.0;1;1;True;False;male;22;43;True;single;813000.0
yes;21;apartment;111400.0;3;4;False;False;female;29;48;True;married;832257.0
yes;29;house;89200.0;0;1;True;True;male;19;43;True;divorced;624000.0
no;24;apartment;126600.0;2;3;False;True;female;21;44;True;married;1014000.0
no;16;house;79300.0;1;1;True;True;female;25;50;True;married;544000.0
yes;9;apartment;78400.0;0;1;True;False;male;30;70;False;married;211854.0
no;20;house;98200.0;1;1;False;False;female;23;47;True;married;642000.0
no;12;house;156200.0;1;2;True;True;female;28;49;True;divorced;608220.0
no;5;apartment;112800.0;2;3;False;True;male;30;67;True;married;215946.0
no;17;apartment;66100.0;2;2;True;True;male;19;42;True;single;532146.0
no;15;apartment;102200.0;1;1;True;False;male;29;51;True;married;432000.0
no;20;apartment;73800.0;1;1;True;False;male;30;73;False;married;677000.0
no;13;house;81100.0;1;2;True;True;male;24;49;True;single;339000.0
no;20;house;92300.0;2;3;False;True;male;29;51;True;married;692385.0
no;7;house;135300.0;2;3;False;False;male;30;53;True;married;343000.0
no;5;apartment;87600.0;2;1;True;False;male;30;77;False;married;139000.0
no;14;house;60400.0;1;1;True;True;male;29;54;True;divorced;267654.0
yes;8;house;81900.0;0;1;True;False;female;30;62;True;single;124000.0
no;15;house;135900.0;0;1;False;True;female;30;57;True;divorced;717000.0
no;11;house;83700.0;2;3;True;True;male;28;52;True;married;186000.0
no;15;house;102900.0;0;1;True;False;female;30;57;True;single;285882.0
no;8;house;63300.0;1;1;True;True;male;30;64;True;single;156000.0
yes;5;house;91100.0;1;1;False;False;female;30;76;False;single;207000.0
yes;20;house;63900.0;0;1;False;False;female;29;51;True;married;196000.0
no;12;apartment;86200.0;3;3;False;False;male;30;61;True;divorced;315270.0
no;21;house;66900.0;0;1;True;True;male;22;46;True;single;326000.0
no;22;house;81300.0;1;1;False;True;female;20;45;True;married;730000.0
no;20;house;148500.0;2;2;True;True;male;25;45;True;single;1267125.0
no;27;house;102000.0;2;3;False;False;male;19;43;True;single;679000.0
no;7;house;95500.0;1;1;True;True;male;30;55;True;divorced;220000.0
no;19;apartment;70500.0;2;2;False;True;male;30;53;True;divorced;477462.0
no;13;apartment;94300.0;1;1;True;False;male;30;62;True;single;409000.0
no;16;apartment;136300.0;2;3;True;False;male;30;56;True;married;666000.0
no;27;house;68200.0;1;1;False;True;male;18;41;True;single;881000.0
no;12;house;135900.0;0;1;False;False;male;30;77;False;married;371000.0
no;10;house;75200.0;2;1;False;False;male;30;60;False;married;264000.0
no;10;apartment;93800.0;3;4;True;False;male;30;69;False;single;226000.0
no;18;house;119000.0;3;3;True;False;male;30;66;True;married;539000.0
no;22;apartment;76200.0;2;3;True;True;male;19;42;True;single;320000.0
no;20;house;91600.0;0;1;True;False;male;21;45;True;single;362000.0
no;5;house;65600.0;1;1;True;False;male;30;59;True;single;114000.0
no;12;apartment;78100.0;1;1;False;False;male;30;59;True;single;226000.0
no;16;apartment;80500.0;1;2;False;True;male;26;48;True;widowed;379000.0
no;14;house;78100.0;2;2;False;False;female;30;51;True;single;495000.0
no;15;apartment;106300.0;1;1;False;True;male;30;49;True;single;702522.0
yes;12;house;70300.0;1;1;False;False;male;27;50;True;divorced;256000.0
no;7;house;72300.0;2;3;True;False;male;30;69;False;married;146000.0
no;16;house;83100.0;1;1;True;False;male;20;48;True;married;577000.0
no;21;house;110600.0;2;2;True;False;male;24;47;True;single;785664.0
no;11;apartment;96700.0;2;3;False;True;female;30;67;False;single;285000.0
no;13;apartment;131000.0;1;1;False;True;female;29;52;True;divorced;733000.0
no;12;house;88000.0;2;1;True;True;female;30;78;False;married;348000.0
yes;5;house;77600.0;2;3;True;False;female;30;63;True;married;144000.0
no;14;house;77100.0;2;3;True;False;female;28;54;True;married;273000.0
no;23;apartment;94100.0;2;2;True;True;female;24;47;True;single;1014723.0
no;24;apartment;97000.0;2;2;False;True;male;20;42;True;divorced;637000.0
no;19;house;62900.0;1;1;False;True;male;26;48;True;married;523000.0
no;21;apartment;88100.0;1;2;True;True;male;20;43;True;married;601000.0
yes;6;apartment;63400.0;1;1;True;False;female;30;61;True;single;182000.0
no;19;apartment;91900.0;1;1;False;True;female;23;46;True;divorced;488622.0
no;5;apartment;72900.0;2;3;False;False;male;30;56;True;widowed;114000.0
no;10;apartment;68200.0;2;1;True;True;male;30;75;False;married;282000.0
no;30;house;73100.0;1;1;False;True;male;23;45;True;divorced;633000.0
no;6;apartment;60000.0;3;3;True;False;female;30;65;False;divorced;108000.0
no;20;house;63200.0;0;1;True;True;male;22;43;True;married;170000.0
no;5;house;66600.0;1;1;True;True;female;30;62;True;widowed;145000.0
yes;10;apartment;88500.0;2;2;False;False;female;30;63;True;married;351000.0
no;7;apartment;64400.0;2;3;False;True;male;30;56;True;widowed;121000.0
no;26;apartment;72100.0;2;2;True;True;male;16;41;True;single;730887.0
no;10;apartment;68300.0;2;2;True;True;male;30;52;True;single;280000.0
no;9;house;61200.0;3;4;True;False;male;30;58;True;divorced;159000.0
no;11;apartment;80000.0;1;1;True;True;female;30;55;True;single;247000.0
no;19;house;91500.0;2;2;True;False;male;24;47;True;single;831000.0
no;14;apartment;98000.0;3;2;True;True;male;30;56;True;single;400458.0
no;17;house;63600.0;1;1;True;True;female;30;54;True;single;368000.0
no;13;apartment;112500.0;2;3;False;False;male;30;59;True;married;528000.0
no;9;house;63600.0;2;2;True;True;male;30;62;False;married;139000.0
no;12;apartment;78600.0;1;1;True;True;male;26;48;True;married;388275.0
no;22;apartment;124900.0;2;2;False;True;male;26;47;True;married;1032000.0
no;9;apartment;133100.0;0;1;False;True;female;30;58;True;single;364000.0
no;25;house;76600.0;1;2;True;False;male;21;43;True;married;411000.0
no;17;house;157300.0;0;1;False;False;male;24;50;True;married;963000.0
no;12;house;99500.0;0;1;True;False;male;30;57;True;widowed;216969.0
yes;19;house;84000.0;2;3;True;True;female;29;49;True;widowed;342000.0
no;17;apartment;69600.0;2;3;False;True;male;22;43;True;single;365000.0
no;20;house;76600.0;2;3;True;True;male;21;45;True;married;429846.0
no;12;apartment;108600.0;2;3;False;True;female;30;67;True;married;309132.0
no;11;house;79600.0;1;2;True;False;female;30;70;False;married;230000.0
no;13;house;80100.0;2;3;True;True;female;25;44;True;married;323000.0
no;21;apartment;73600.0;1;2;True;True;male;19;42;True;married;530000.0
no;21;apartment;74400.0;2;3;True;True;female;14;41;True;divorced;496000.0
no;10;house;71100.0;2;1;True;True;male;30;62;True;married;204000.0
no;16;apartment;112500.0;0;1;True;False;male;28;52;True;single;432822.0
no;22;apartment;94400.0;2;3;False;True;male;30;52;True;single;503781.0
no;12;apartment;85500.0;2;3;False;False;female;22;46;True;married;244000.0
no;8;apartment;99100.0;1;1;True;True;female;30;59;True;married;217992.0
no;18;apartment;87900.0;1;1;False;False;male;29;48;True;single;387252.0
no;9;apartment;96900.0;2;3;True;True;male;30;76;False;widowed;338613.0
no;12;house;93000.0;1;1;False;True;male;30;56;True;divorced;250000.0
no;9;apartment;84200.0;1;1;True;True;male;26;53;True;divorced;312000.0
no;8;apartment;92600.0;2;3;False;False;female;30;66;False;widowed;178000.0
no;17;house;71700.0;3;3;False;False;male;29;51;True;single;476000.0
no;21;house;74200.0;2;1;False;True;male;18;41;True;single;480000.0
no;24;house;76700.0;2;1;True;False;male;18;42;True;widowed;698000.0
yes;6;house;68500.0;1;2;False;False;male;30;75;False;divorced;126666.0
no;15;house;112200.0;3;3;False;True;male;26;53;True;single;492000.0
no;9;apartment;75400.0;2;3;False;True;male;30;64;True;divorced;229000.0
no;22;apartment;79700.0;3;3;True;True;female;21;46;True;single;816075.0
no;22;apartment;86600.0;3;2;True;True;male;23;44;True;widowed;828000.0
yes;25;apartment;62800.0;1;1;False;False;male;29;41;True;married;648000.0
no;13;house;97600.0;0;1;False;True;male;26;50;True;single;281000.0
no;5;apartment;85000.0;1;2;True;True;male;30;74;False;widowed;106000.0
no;9;apartment;65600.0;2;1;True;False;male;30;65;True;married;197000.0
no;22;house;96800.0;2;3;True;False;male;23;43;True;divorced;470000.0
no;11;house;72900.0;1;2;True;False;male;24;52;True;single;148986.0
no;14;apartment;94400.0;1;2;False;True;male;24;45;True;single;340000.0
no;24;apartment;74500.0;1;1;False;True;female;19;42;True;divorced;694338.0
no;13;apartment;73400.0;1;2;True;True;female;27;52;True;married;278000.0
no;5;house;104300.0;1;1;False;False;male;30;61;False;married;207000.0
no;14;apartment;106300.0;1;2;True;True;male;30;66;True;married;361000.0
no;14;apartment;61400.0;3;3;False;True;male;21;47;True;single;267000.0
no;5;apartment;94100.0;2;3;True;True;male;30;59;True;married;165000.0
no;11;house;95100.0;2;1;True;False;male;30;60;True;single;446000.0
no;15;house;74800.0;1;1;False;False;female;30;55;True;married;311000.0
no;8;house;103400.0;1;1;False;True;male;30;67;False;divorced;253000.0
no;12;house;129800.0;1;1;True;False;male;30;59;True;divorced;495690.0
no;10;house;127200.0;2;3;True;False;male;30;62;True;single;471000.0
no;17;apartment;108300.0;1;1;False;True;female;17;43;True;single;542376.0
no;17;apartment;77800.0;3;4;True;False;female;23;47;True;widowed;349680.0
no;9;house;101000.0;1;1;False;False;male;30;61;True;single;396000.0
no;7;apartment;64100.0;1;1;False;True;male;30;56;True;married;202000.0
no;8;apartment;86700.0;0;1;False;True;female;30;77;False;married;150000.0
no;28;apartment;71400.0;1;2;False;False;male;17;41;True;single;569000.0
no;17;apartment;90700.0;2;2;True;False;male;30;61;True;widowed;634539.0
no;13;apartment;74300.0;1;1;True;True;male;22;49;True;married;400458.0
no;17;apartment;70200.0;1;1;True;True;male;30;51;True;divorced;366000.0
no;8;house;79700.0;2;2;True;True;female;30;59;True;single;260000.0
no;9;apartment;81200.0;2;3;True;True;male;30;67;True;married;220000.0
no;5;house;104100.0;2;2;False;False;female;30;64;True;married;226000.0
no;27;house;68300.0;2;1;False;True;female;20;43;True;single;740000.0
no;7;apartment;120900.0;2;3;True;True;male;30;54;True;divorced;191000.0
no;8;house;67900.0;3;3;False;True;female;27;50;True;married;221000.0
no;9;house;84300.0;3;4;True;True;female;30;75;False;single;158000.0
no;15;apartment;64400.0;1;1;True;True;male;20;42;True;single;346000.0
no;24;house;71800.0;2;2;True;True;female;16;42;True;single;837000.0
no;23;apartment;69500.0;1;1;False;False;male;18;42;True;divorced;630000.0
no;19;house;84200.0;1;1;True;True;female;30;76;False;divorced;430000.0
no;7;house;111500.0;3;3;False;False;female;30;69;False;single;336000.0
no;15;house;68400.0;1;1;False;True;male;28;49;True;single;449097.0
no;6;house;75700.0;1;1;True;False;male;30;77;False;widowed;214000.0
no;18;house;75700.0;1;1;True;True;male;26;49;True;divorced;332000.0
no;16;apartment;111400.0;0;1;False;False;female;30;54;True;married;387000.0
no;5;house;77200.0;2;3;False;True;male;30;61;True;divorced;71000.0
no;29;house;72200.0;2;1;True;False;male;16;42;True;married;518010.0
yes;10;house;75400.0;2;2;False;True;female;26;50;True;married;265000.0
no;18;apartment;117300.0;0;1;True;False;female;25;47;True;married;434000.0
no;21;house;82100.0;1;2;True;False;male;26;47;True;single;536238.0
no;9;house;67400.0;0;1;True;True;male;25;47;True;married;116000.0
no;18;apartment;84000.0;2;3;True;False;male;24;44;True;widowed;457188.0
no;12;house;102100.0;0;1;True;True;male;25;48;True;divorced;293000.0
no;12;apartment;89900.0;1;1;False;True;male;30;63;True;divorced;366978.0
no;23;house;85900.0;2;2;True;False;male;16;42;True;divorced;461000.0
no;8;house;79200.0;1;1;True;False;male;30;61;True;divorced;271000.0
no;11;house;60600.0;1;1;False;True;male;30;59;True;single;220000.0
no;17;apartment;80000.0;1;1;True;False;female;23;46;True;widowed;472000.0
no;25;apartment;97900.0;1;2;False;False;male;21;43;True;divorced;888000.0
no;10;apartment;77000.0;2;1;False;False;male;30;60;True;divorced;364000.0
no;5;house;74800.0;1;1;False;True;male;30;67;True;married;95000.0
no;32;house;63200.0;1;1;True;True;male;22;43;True;widowed;871000.0
no;29;house;114700.0;0;1;True;True;female;20;41;True;single;799000.0
no;11;house;79000.0;2;1;True;False;female;24;50;True;widowed;251000.0
no;24;apartment;80000.0;1;1;True;True;female;22;44;True;single;514000.0
no;25;house;85100.0;2;3;True;False;male;20;44;True;widowed;400000.0
no;8;house;87800.0;2;1;True;False;male;29;55;True;single;229000.0
no;8;apartment;75500.0;3;3;True;False;male;30;51;True;widowed;149000.0
no;7;house;63800.0;0;1;True;True;male;29;54;True;married;65000.0
no;9;house;62900.0;2;3;False;True;male;30;57;True;single;111000.0
no;11;apartment;100900.0;2;3;True;True;male;30;69;False;divorced;234000.0
no;18;house;61600.0;2;2;True;True;male;27;46;True;married;342000.0
no;8;house;62300.0;3;4;True;False;male;30;56;True;single;139872.0
yes;11;house;107700.0;0;1;True;False;female;30;67;True;single;249000.0
no;10;apartment;63400.0;1;1;True;True;female;23;48;True;single;295000.0
no;14;house;84200.0;2;3;True;False;male;30;73;False;single;281000.0
no;5;apartment;73500.0;2;3;True;True;female;30;80;False;married;114000.0
no;11;house;69200.0;2;2;True;False;male;30;60;True;married;194649.0
no;15;apartment;87000.0;1;1;True;True;male;30;79;False;widowed;355000.0
no;6;house;64800.0;2;1;True;True;male;28;53;True;widowed;96348.0
no;26;apartment;75000.0;1;1;True;True;male;19;44;True;married;690000.0
no;9;apartment;88500.0;1;2;True;True;female;30;62;False;married;194000.0
no;11;house;78000.0;0;1;False;False;male;30;53;True;single;207000.0
no;13;apartment;67600.0;2;3;True;False;male;30;59;True;married;267000.0
no;19;apartment;102900.0;1;2;True;False;male;18;42;True;married;613000.0
no;15;apartment;73300.0;2;2;False;True;male;30;59;True;married;410000.0
no;26;house;80100.0;0;1;False;True;male;16;43;True;single;309000.0
no;28;house;132300.0;0;1;False;True;male;21;42;True;married;1264000.0
no;28;apartment;68100.0;1;2;True;False;male;22;43;True;married;637000.0
no;18;house;69000.0;2;2;True;True;male;25;50;True;widowed;594000.0
no;13;house;84400.0;2;1;True;False;female;30;58;True;married;294000.0
no;13;apartment;92300.0;1;1;True;True;male;30;77;False;married;428000.0
no;32;house;72800.0;1;1;True;True;female;19;41;True;divorced;674000.0
no;5;apartment;91400.0;2;3;False;True;male;30;66;False;single;152000.0
yes;23;apartment;86600.0;2;3;True;False;female;23;43;True;widowed;550000.0
no;23;apartment;63800.0;1;1;False;False;male;22;45;True;single;403434.0
yes;12;house;61800.0;1;2;True;True;female;30;70;False;single;141918.0
no;14;apartment;77000.0;2;1;True;True;male;24;48;True;widowed;367000.0
no;6;apartment;63300.0;2;2;True;True;male;30;57;True;divorced;100000.0
yes;24;house;76600.0;2;3;False;True;male;12;41;True;single;700000.0
no;20;apartment;65400.0;2;1;False;True;female;30;52;True;divorced;637608.0
no;9;house;73700.0;1;1;False;True;female;30;70;False;married;252000.0
no;17;apartment;95200.0;1;1;True;False;male;26;47;True;single;548000.0
no;18;apartment;90000.0;2;2;True;True;male;25;51;True;single;699453.0
no;19;house;63100.0;2;1;True;True;male;16;41;True;single;341000.0
no;6;house;91100.0;2;2;False;False;male;30;56;True;widowed;211000.0
no;12;apartment;136300.0;0;1;True;False;female;27;50;True;married;380000.0
no;10;house;67500.0;1;1;False;True;male;30;54;True;divorced;289000.0
no;13;apartment;89700.0;2;2;True;False;male;24;46;True;married;493000.0
no;15;apartment;95700.0;2;3;False;False;female;26;48;True;married;482000.0
no;9;apartment;85600.0;1;1;True;True;male;30;54;True;single;327453.0
no;15;house;111600.0;0;1;True;True;male;26;49;True;married;579855.0
no;16;apartment;67500.0;1;1;True;False;male;23;49;True;married;481000.0
no;18;apartment;98400.0;1;2;True;True;female;21;46;True;divorced;340566.0
no;20;house;64900.0;1;1;True;True;male;17;45;True;married;523000.0
no;27;apartment;76300.0;1;2;True;False;male;21;43;True;married;628000.0
no;18;apartment;73000.0;2;1;False;False;male;30;55;True;divorced;480000.0
no;23;house;85500.0;2;1;True;False;male;21;43;True;divorced;523000.0
no;11;house;100900.0;1;1;True;True;male;25;52;True;single;432000.0
no;24;house;73400.0;2;2;False;True;male;22;44;True;married;528000.0
no;15;apartment;89600.0;1;1;True;False;female;24;44;True;widowed;503000.0
no;16;house;90700.0;2;2;False;False;male;20;45;True;single;613000.0
no;21;apartment;82900.0;0;1;True;True;male;21;45;True;widowed;510000.0
no;8;apartment;97000.0;2;1;True;True;male;30;58;True;married;269000.0
no;10;house;80500.0;1;1;False;False;male;30;66;True;single;246000.0
no;14;apartment;75100.0;2;1;False;True;female;27;53;True;married;298065.0
no;26;house;87400.0;2;2;True;True;male;21;46;True;single;909000.0
no;16;apartment;89500.0;2;1;False;False;female;26;52;True;widowed;439983.0
no;7;house;71300.0;1;2;True;False;female;30;78;False;divorced;165000.0
no;5;house;101000.0;1;1;False;False;male;30;56;True;single;122000.0
no;21;apartment;97100.0;2;3;False;True;male;18;41;True;married;425000.0
no;21;apartment;62500.0;1;1;True;True;male;30;49;True;married;437937.0
no;26;house;74400.0;1;2;True;True;female;24;43;True;single;598000.0
yes;14;apartment;76000.0;1;2;True;False;female;30;67;True;married;248310.0
no;21;apartment;77900.0;1;1;True;True;female;25;50;True;divorced;490668.0
no;17;house;61100.0;2;3;False;True;male;29;50;True;single;208000.0
no;17;house;70800.0;1;1;True;False;female;22;45;True;married;526000.0
no;14;house;107700.0;0;1;False;False;male;30;54;True;single;445000.0
no;5;apartment;106300.0;1;1;True;False;male;30;72;False;widowed;172000.0
no;24;apartment;80000.0;2;3;False;False;male;20;43;True;divorced;415000.0
no;8;house;62400.0;1;1;True;True;male;30;58;True;divorced;129000.0
no;13;apartment;108200.0;1;1;False;False;male;27;52;True;single;343000.0
no;5;apartment;78000.0;1;1;True;True;male;30;67;True;single;174000.0
no;5;house;81100.0;0;1;True;False;female;30;57;True;single;92256.0
no;7;apartment;93200.0;1;2;True;True;male;30;58;True;single;230000.0
no;12;house;65300.0;1;1;True;True;female;30;61;True;widowed;219945.0
no;18;house;108300.0;1;1;False;False;male;30;52;True;widowed;720750.0
no;18;house;69700.0;3;3;False;True;male;27;50;True;married;497000.0
no;22;house;73900.0;1;1;False;False;male;15;43;True;widowed;589000.0
no;20;apartment;73600.0;0;1;True;True;male;23;43;True;single;294000.0
yes;11;house;108100.0;2;3;True;False;female;30;60;True;single;308202.0
no;19;apartment;63800.0;2;2;True;True;female;20;44;True;single;361000.0
no;15;apartment;76200.0;2;2;True;True;male;30;76;False;married;392000.0
no;5;house;63800.0;2;1;True;False;male;30;65;True;single;82000.0
no;6;apartment;71600.0;2;3;True;True;female;30;70;False;single;150000.0
no;5;apartment;64200.0;2;1;True;False;male;30;73;False;married;100000.0
no;14;house;71100.0;1;1;False;True;male;19;43;True;married;432000.0
no;12;apartment;75100.0;3;3;True;True;male;30;55;True;single;422000.0
no;13;apartment;87800.0;3;4;False;True;male;30;60;False;divorced;341000.0
no;21;apartment;85100.0;2;1;True;True;male;18;44;True;married;516000.0
no;11;apartment;64300.0;2;1;False;True;male;30;77;False;married;193000.0
no;30;apartment;71400.0;2;2;True;False;male;17;42;True;divorced;556000.0
no;20;apartment;92300.0;1;1;True;False;male;29;50;True;single;496713.0
no;16;house;80500.0;2;1;True;True;male;27;50;True;single;546000.0
no;21;apartment;81400.0;1;2;False;True;female;27;47;True;single;536000.0
no;16;house;96000.0;1;1;False;True;female;17;42;True;married;538000.0
no;17;house;91400.0;2;3;True;False;male;24;46;True;single;331000.0
no;24;house;122900.0;1;1;True;True;male;20;42;True;single;1080000.0
no;8;house;100300.0;2;3;True;False;male;30;51;True;divorced;171306.0
no;20;apartment;68300.0;2;2;False;False;female;22;45;True;divorced;381000.0
no;15;apartment;69000.0;3;4;False;True;male;30;64;True;divorced;269000.0
no;16;apartment;62000.0;2;2;True;True;male;27;54;True;married;322000.0
no;11;house;88200.0;1;1;True;False;male;30;76;False;divorced;394000.0
no;17;apartment;67600.0;1;1;True;False;male;17;41;True;widowed;373000.0
no;20;apartment;136100.0;1;2;True;False;male;23;42;True;divorced;801846.0
no;15;apartment;105700.0;2;2;True;True;male;30;57;True;divorced;374000.0
no;27;house;70700.0;1;2;False;False;male;20;43;True;divorced;631000.0
no;5;apartment;79300.0;2;3;False;False;male;30;57;True;divorced;83000.0
no;14;house;60100.0;1;1;True;True;male;28;54;True;widowed;239000.0
no;15;house;65700.0;2;2;False;False;female;30;61;True;single;320000.0
no;18;house;68100.0;2;2;False;True;male;27;49;True;divorced;545000.0
no;13;apartment;98700.0;2;3;True;True;male;30;55;True;divorced;404000.0
no;23;house;82100.0;1;1;True;False;male;14;41;True;divorced;589000.0
no;24;house;79900.0;1;2;True;True;male;22;47;True;single;496000.0
no;21;apartment;110400.0;1;1;False;False;female;22;43;True;married;1000000.0
no;22;house;80000.0;2;2;True;True;male;23;43;True;single;481000.0
no;13;apartment;70200.0;2;2;True;True;male;30;54;True;single;440000.0
no;18;house;60300.0;2;3;True;True;male;22;44;True;married;326000.0
no;17;apartment;75700.0;1;1;True;True;female;29;51;True;single;493000.0
no;24;house;68800.0;1;1;True;False;female;22;47;True;married;508000.0
no;23;house;62600.0;1;2;False;False;male;18;41;True;widowed;315000.0
no;7;apartment;62400.0;1;2;False;True;female;30;60;True;single;146010.0
no;21;apartment;131000.0;1;1;False;True;male;20;42;True;divorced;733000.0
yes;11;house;84300.0;1;1;False;False;male;30;53;True;widowed;478000.0
no;5;apartment;141600.0;1;2;True;True;female;30;59;True;divorced;197718.0
no;22;house;64500.0;1;1;True;False;male;22;46;True;single;541000.0
no;12;apartment;70500.0;2;2;True;False;female;30;58;True;married;274000.0
no;20;apartment;102800.0;1;2;True;True;male;25;49;True;married;464000.0
no;13;apartment;93400.0;2;2;True;False;female;30;62;False;married;350703.0
no;16;apartment;65300.0;1;1;False;True;female;30;51;True;married;490000.0
no;21;house;77800.0;3;2;True;True;female;23;47;True;single;700000.0
no;6;apartment;67600.0;1;1;True;False;male;26;49;True;single;168000.0
no;7;apartment;70400.0;1;1;True;False;female;30;61;True;married;215000.0
no;22;apartment;77000.0;2;3;True;True;male;26;48;True;divorced;413000.0
no;13;house;96400.0;2;2;True;True;male;30;70;False;divorced;433000.0
no;23;apartment;113600.0;0;1;True;True;male;22;43;True;married;905262.0
no;14;house;89900.0;3;3;False;True;female;28;53;True;married;523032.0
no;14;house;74700.0;2;2;False;False;male;27;47;True;divorced;286000.0
no;13;apartment;90500.0;3;2;False;False;male;30;56;True;married;363000.0
no;8;apartment;61600.0;1;2;True;False;male;30;57;True;married;148000.0
yes;22;apartment;102700.0;1;2;False;False;male;22;43;True;single;743000.0
no;10;apartment;86400.0;2;2;True;True;male;30;66;True;single;359000.0
yes;5;house;83300.0;0;1;True;False;male;30;68;False;single;106000.0
no;24;apartment;68900.0;1;1;True;False;male;29;48;True;married;412000.0
no;13;house;129500.0;1;2;True;True;male;25;45;True;married;553000.0
no;10;house;66700.0;2;2;True;True;female;30;57;True;married;236000.0
no;8;apartment;64300.0;1;1;True;True;male;30;73;False;divorced;244000.0
no;14;house;66400.0;0;1;True;False;male;23;45;True;single;148000.0
no;20;house;84200.0;0;1;True;True;female;18;44;True;single;327000.0
no;32;house;103000.0;2;3;True;True;female;21;43;True;married;1052000.0
no;9;house;81700.0;3;4;True;False;male;29;51;True;divorced;198000.0
no;12;house;78700.0;1;1;False;True;male;24;44;True;single;341000.0
no;18;apartment;123400.0;1;1;True;False;female;23;47;True;married;845000.0
no;15;house;77200.0;2;3;True;True;male;22;45;True;married;367000.0
no;17;apartment;107400.0;1;2;True;True;male;27;49;True;married;436914.0
no;18;apartment;87600.0;0;1;False;False;male;23;45;True;widowed;281000.0
no;19;house;81400.0;2;2;True;False;female;23;47;True;single;460257.0
no;9;house;72200.0;3;4;True;False;female;21;44;True;widowed;191000.0
no;16;apartment;66200.0;1;2;True;False;male;23;49;True;divorced;319000.0
no;13;apartment;101200.0;1;1;True;True;female;30;56;True;single;598000.0
no;15;house;79700.0;2;2;True;True;male;30;63;True;married;438000.0
no;9;apartment;63100.0;2;2;True;True;male;30;55;True;single;251000.0
no;7;apartment;92400.0;2;1;True;True;male;30;59;True;widowed;207000.0
no;16;apartment;90100.0;1;1;True;True;male;29;50;True;married;590000.0
no;12;apartment;68900.0;2;2;True;True;male;30;57;True;married;376000.0
yes;5;house;96800.0;1;1;False;False;male;30;78;False;single;145000.0
no;14;house;69900.0;1;1;False;True;male;30;53;True;single;384000.0
no;17;apartment;84700.0;1;1;True;True;male;20;47;True;single;406000.0
no;5;house;67000.0;2;1;False;True;male;30;58;True;divorced;86000.0
no;5;apartment;127300.0;1;1;False;True;male;30;55;True;widowed;241242.0
no;19;house;87900.0;1;2;True;False;male;23;44;True;married;575000.0
no;17;house;92700.0;0;1;False;False;male;25;48;True;single;330000.0
no;11;apartment;65000.0;3;2;False;True;male;22;47;True;divorced;324000.0
no;16;apartment;93300.0;2;1;True;False;male;20;41;True;single;475000.0
yes;9;house;84900.0;1;1;False;True;female;30;53;True;widowed;272000.0
no;18;apartment;60600.0;1;1;True;True;female;24;48;True;married;505000.0
no;21;house;74000.0;1;1;True;False;female;30;53;True;divorced;685000.0
no;26;house;91200.0;0;1;False;True;male;18;42;True;single;737000.0
yes;7;apartment;69400.0;1;2;False;True;male;30;66;True;widowed;149000.0
no;5;apartment;70200.0;1;1;True;True;male;30;68;False;divorced;101000.0
no;15;house;100200.0;3;4;True;True;female;30;67;False;divorced;433000.0
no;19;house;94000.0;2;2;False;True;male;30;54;True;single;500805.0
no;20;house;80300.0;1;1;True;True;male;23;47;True;married;728841.0
yes;20;house;69400.0;1;2;False;True;female;25;43;True;divorced;291000.0
no;21;apartment;69600.0;2;3;True;False;male;16;41;False;divorced;423708.0
no;27;apartment;121600.0;0;1;True;False;female;20;43;True;divorced;1107000.0
yes;14;house;72800.0;3;2;True;False;female;30;54;True;divorced;376000.0
no;19;apartment;67700.0;1;2;False;True;male;22;47;True;married;427000.0
yes;25;apartment;84000.0;0;1;False;False;female;23;42;True;single;664950.0
no;21;apartment;75500.0;1;2;True;False;female;24;48;True;single;326000.0
no;16;apartment;61300.0;3;2;False;False;male;27;52;True;single;401000.0
no;24;apartment;93500.0;0;1;False;False;male;19;42;True;divorced;428000.0
no;16;house;73800.0;2;2;False;True;male;30;52;True;married;381000.0
no;20;apartment;94800.0;2;3;True;False;female;19;44;True;divorced;603000.0
no;16;apartment;81900.0;1;2;True;False;male;26;49;True;married;289000.0
no;13;house;77500.0;2;2;False;True;male;30;58;True;widowed;367000.0
no;31;apartment;73900.0;1;1;True;True;male;14;41;True;married;581901.0
no;21;house;82000.0;1;1;False;False;male;21;44;True;divorced;754000.0
no;24;house;83100.0;0;1;True;True;female;22;42;True;married;543306.0
no;17;house;92300.0;3;3;True;True;male;26;47;True;single;378000.0
